[ 2026-03-16 23:32:06,309 ] 18 root - INFO - Initiate the data ingestion
[ 2026-03-16 23:32:10,034 ] 61 root - INFO - Performed train test split on the dataframe
[ 2026-03-16 23:32:10,034 ] 63 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-03-16 23:32:10,035 ] 71 root - INFO - Exporting train and test file path.
[ 2026-03-16 23:32:10,082 ] 80 root - INFO - Exported train and test file path.
[ 2026-03-16 23:32:10,082 ] 20 root - INFO - Data Initiation Completed
[ 2026-03-16 23:32:10,090 ] 24 root - INFO - Initiate the data Validation
[ 2026-03-16 23:32:10,142 ] 37 root - INFO - Required number of columns:2
[ 2026-03-16 23:32:10,142 ] 38 root - INFO - Data frame has columns:31
[ 2026-03-16 23:32:10,142 ] 37 root - INFO - Required number of columns:2
[ 2026-03-16 23:32:10,142 ] 38 root - INFO - Data frame has columns:31
[ 2026-03-16 23:32:10,263 ] 26 root - INFO - data Validation Completed
[ 2026-03-16 23:32:10,263 ] 29 root - INFO - data Transformation started
[ 2026-03-16 23:32:10,263 ] 62 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-16 23:32:10,263 ] 64 root - INFO - Starting data transformation
[ 2026-03-16 23:32:10,286 ] 47 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-03-16 23:32:10,286 ] 52 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-16 23:32:10,300 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-16 23:32:10,306 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-16 23:32:10,306 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-16 23:32:10,309 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-16 23:32:10,309 ] 33 root - INFO - data Transformation completed
